Time, Capacity %, Current mA, Voltage mV, Temperature °C
0:00,48,-154,3861,33.3
0:06,48,261,3875,33.3
0:12,48,260,3872,33.3
0:18,48,506,3885,33.2
0:24,48,503,3887,33.2
0:30,48,515,3888,33.1
0:42,48,510,3890,33.0
0:54,48,514,3891,32.9
1:06,48,507,3892,32.8
1:12,48,506,3891,32.7
1:18,48,507,3893,32.6
1:30,48,516,3894,32.5
1:36,48,513,3894,32.4
1:48,48,515,3895,32.3
2:00,48,517,3895,32.2
2:06,48,516,3896,32.1
2:18,48,510,3896,32.0
2:24,48,506,3897,32.0
2:30,48,508,3897,31.9
2:42,48,509,3898,31.8
2:54,48,514,3898,31.7
3:00,48,516,3899,31.6
3:06,49,515,3899,31.6
3:12,49,508,3899,31.5
3:24,49,509,3899,31.4
3:30,49,513,3900,31.4
3:36,49,511,3900,31.3
3:48,49,508,3900,31.2
3:54,49,510,3901,31.2
4:00,49,516,3901,31.1
4:06,49,515,3902,31.1
4:12,49,510,3902,31.0
4:24,49,515,3902,30.9
4:36,49,517,3903,30.8
4:48,49,500,3902,30.7
4:54,49,510,3904,30.7
5:06,49,515,3904,30.6
5:18,49,307,3897,30.5
5:24,49,388,3899,30.5
5:30,49,426,3901,30.4
5:36,49,367,3899,30.4
5:42,49,390,3900,30.4
5:48,49,372,3899,30.4
5:54,49,245,3895,30.4
6:00,49,509,3904,30.4
6:06,49,511,3905,30.3
6:18,49,498,3906,30.3
6:30,49,515,3906,30.2
6:36,49,512,3907,30.2
6:42,49,517,3907,30.1
6:54,49,516,3908,30.1
7:00,49,517,3908,30.0
7:06,49,509,3907,30.0
7:12,49,509,3908,29.9
7:24,49,504,3907,29.9
7:30,49,517,3909,29.8
7:42,49,518,3909,29.7
7:54,49,509,3910,29.7
8:00,49,516,3910,29.6
8:00,50,516,3910,29.6
8:12,50,510,3910,29.5
8:18,50,509,3911,29.5
8:30,50,508,3911,29.4
8:48,50,516,3912,29.3
9:06,50,513,3912,29.2
9:12,50,515,3913,29.2
9:24,50,513,3913,29.1
9:30,50,497,3912,29.1
9:36,50,513,3914,29.1
9:42,50,520,3914,29.0
10:06,50,518,3915,28.9
10:24,50,515,3915,28.8
10:36,50,513,3916,28.8
10:48,50,518,3916,28.7
11:00,50,513,3917,28.7
11:06,50,515,3917,28.6
11:36,50,507,3917,28.5
11:42,50,516,3918,28.5
11:54,50,519,3918,28.4
12:00,50,522,3919,28.4
12:18,50,520,3919,28.3
12:30,50,518,3920,28.3
12:36,50,507,3919,28.3
12:42,51,512,3920,28.3
12:48,51,513,3920,28.2
13:00,51,517,3921,28.2
13:06,51,513,3921,28.1
13:36,51,518,3922,28.0
13:42,51,508,3921,28.0
13:48,51,514,3922,28.0
14:00,51,513,3922,27.9
14:06,51,518,3923,27.9
14:30,51,518,3924,27.8
14:54,51,511,3924,27.7
15:00,51,513,3925,27.7
15:24,51,519,3925,27.6
15:36,51,489,3926,27.6
15:48,51,505,3925,27.6
15:54,51,513,3926,27.5
16:12,51,521,3927,27.5
16:24,51,519,3927,27.4
16:42,51,511,3928,27.4
16:54,51,519,3928,27.3
17:00,51,516,3927,27.3
17:06,51,512,3928,27.3
17:12,51,518,3929,27.3
17:24,52,512,3929,27.3
17:30,52,518,3929,27.2
17:36,52,515,3930,27.2
17:54,52,518,3929,27.2
18:00,52,517,3930,27.2
18:06,52,515,3930,27.1
18:18,52,512,3931,27.1
18:42,52,517,3932,27.0
19:18,52,514,3932,26.9
19:24,52,511,3933,26.9
19:48,52,509,3934,26.9
19:54,52,503,3933,26.9
20:00,52,516,3934,26.8
20:24,52,511,3935,26.8
20:30,52,517,3934,26.8
20:36,52,518,3935,26.8
20:54,52,506,3936,26.7
21:30,52,512,3937,26.7
21:42,52,517,3937,26.6
22:00,53,507,3937,26.6
22:06,53,507,3938,26.6
22:30,53,510,3938,26.5
22:36,53,515,3939,26.5
22:48,53,515,3938,26.5
22:54,53,515,3939,26.5
23:00,53,502,3937,26.5
23:06,53,508,3939,26.5
23:18,53,509,3940,26.5
23:30,53,515,3940,26.4
23:42,53,515,3941,26.4
24:12,53,512,3942,26.3
24:18,53,506,3942,26.4
24:24,53,512,3942,26.3
24:42,53,517,3943,26.3
25:12,53,510,3942,26.3
25:18,53,512,3943,26.2
25:30,53,516,3944,26.2
25:42,53,510,3943,26.2
25:48,53,517,3945,26.2
26:24,53,510,3946,26.1
26:36,54,510,3946,26.1
26:54,54,489,3945,26.1
27:00,54,514,3947,26.1
27:24,54,511,3946,26.1
27:30,54,512,3948,26.1
27:48,54,510,3948,26.0
27:54,54,516,3949,26.0
28:36,54,510,3950,26.0
28:54,54,517,3951,26.0
29:00,54,514,3950,26.0
29:06,54,510,3951,26.0
29:12,54,516,3951,25.9
29:48,54,511,3952,25.9
30:06,54,511,3953,25.9
30:48,54,510,3954,25.9
31:06,54,444,3955,25.9
31:18,55,515,3955,25.9
31:30,55,508,3954,25.9
31:36,55,516,3955,25.8
31:42,55,512,3955,25.9
31:54,55,511,3956,25.8
32:12,55,516,3957,25.8
32:48,55,513,3958,25.8
32:54,55,392,3951,25.8
33:00,55,515,3958,25.8
33:18,55,507,3959,25.8
33:54,55,516,3960,25.8
34:24,55,512,3961,25.8
35:00,55,509,3962,25.8
35:24,55,507,3963,25.7
35:30,55,509,3963,25.8
35:36,55,504,3962,25.8
35:42,55,505,3963,25.8
35:48,55,516,3963,25.7
36:00,56,514,3963,25.7
36:06,56,508,3964,25.7
36:36,56,501,3965,25.7
37:06,56,512,3966,25.7
37:24,56,515,3967,25.7
37:30,56,510,3966,25.7
37:36,56,510,3967,25.7
38:00,56,513,3968,25.7
38:24,56,515,3969,25.7
38:54,56,513,3970,25.7
39:06,56,512,3970,25.6
39:24,56,514,3971,25.6
39:48,56,502,3972,25.6
40:24,56,513,3973,25.6
40:36,57,512,3973,25.6
40:48,57,510,3974,25.6
40:54,57,503,3972,25.6
41:00,57,509,3974,25.6
41:18,57,514,3975,25.6
41:42,57,513,3976,25.6
42:06,57,510,3976,25.5
42:12,57,513,3977,25.6
42:18,57,501,3977,25.5
42:36,57,511,3978,25.5
43:00,57,512,3979,25.5
43:06,57,511,3978,25.5
43:12,57,507,3979,25.5
