Time, Capacity %, Current mA, Voltage mV, Temperature °C
0:00,23,66,3742,30.5
0:01,23,66,3743,30.5
0:07,23,811,3776,30.5
0:14,23,782,3779,30.5
0:19,23,981,3788,30.5
0:25,23,991,3790,30.5
0:31,23,998,3792,30.5
0:37,23,1000,3793,30.6
0:43,23,990,3794,30.5
0:49,23,992,3795,30.5
0:55,23,935,3790,30.5
1:01,23,991,3796,30.5
1:07,23,995,3797,30.5
1:19,23,995,3799,30.5
1:25,23,988,3800,30.5
1:37,23,990,3801,30.5
1:49,23,996,3802,30.5
1:55,23,997,3803,30.5
2:01,23,973,3801,30.5
2:07,23,993,3803,30.5
2:13,23,997,3804,30.4
2:19,24,976,3804,30.4
2:25,24,996,3805,30.4
2:37,24,993,3806,30.4
2:49,24,994,3808,30.4
3:07,24,989,3809,30.4
3:13,24,997,3810,30.4
3:25,24,993,3811,30.4
3:43,24,994,3812,30.3
3:49,24,994,3812,30.4
3:55,24,994,3813,30.3
4:07,24,981,3814,30.3
4:25,24,992,3815,30.3
4:31,24,991,3816,30.3
4:43,25,984,3814,30.3
4:49,25,989,3817,30.3
5:01,25,993,3818,30.3
5:13,25,985,3819,30.3
5:25,25,994,3820,30.3
5:43,25,989,3821,30.3
5:49,25,990,3822,30.3
6:01,25,986,3823,30.3
6:07,25,991,3822,30.3
6:19,25,991,3823,30.2
6:25,25,990,3824,30.2
6:31,25,992,3825,30.2
6:49,25,989,3826,30.2
7:01,25,992,3827,30.2
7:07,26,990,3827,30.2
7:25,26,991,3828,30.2
7:37,26,989,3829,30.2
7:55,26,988,3830,30.2
8:13,26,990,3831,30.2
8:31,26,941,3832,30.2
8:37,26,988,3833,30.2
8:49,26,974,3832,30.2
8:55,26,980,3833,30.2
9:07,26,987,3834,30.2
9:13,26,979,3835,30.2
9:31,26,978,3834,30.2
9:37,27,987,3835,30.1
9:43,27,986,3836,30.1
9:55,27,985,3837,30.1
10:01,27,980,3836,30.1
10:07,27,985,3837,30.1
10:19,27,987,3838,30.1
10:38,27,919,3839,30.1
10:43,27,969,3838,30.1
10:49,27,983,3839,30.1
11:07,27,987,3840,30.1
11:25,27,987,3839,30.1
11:31,27,936,3841,30.1
12:01,27,978,3842,30.1
12:07,28,986,3842,30.1
12:13,28,985,3843,30.1
12:49,28,987,3844,30.1
13:13,28,988,3845,30.1
13:19,28,986,3845,30.0
13:31,28,983,3846,30.0
13:37,28,977,3845,30.1
13:43,28,987,3846,30.0
14:01,28,987,3847,30.0
14:07,28,985,3846,30.0
14:13,28,979,3845,30.0
14:19,28,987,3847,30.0
14:31,29,939,3848,30.0
15:01,29,985,3849,30.0
15:26,29,842,3834,30.0
15:31,29,914,3846,30.0
15:38,29,525,3830,30.0
15:43,29,680,3838,30.0
15:49,29,774,3830,30.1
15:56,29,927,3847,30.1
16:02,29,984,3848,30.2
16:08,29,984,3849,30.2
16:14,29,974,3850,30.3
16:32,29,983,3851,30.3
17:02,29,983,3852,30.3
17:08,30,983,3852,30.3
17:20,30,900,3844,30.3
17:26,30,982,3852,30.2
17:32,30,946,3851,30.2
17:38,30,984,3853,30.2
17:50,30,983,3854,30.2
18:26,30,984,3853,30.2
18:32,30,987,3855,30.2
18:38,30,986,3855,30.1
19:02,30,988,3856,30.1
19:26,30,986,3857,30.1
19:38,31,989,3857,30.1
20:02,31,988,3858,30.1
20:14,31,979,3857,30.1
20:20,31,990,3858,30.0
20:38,31,989,3859,30.0
20:56,31,860,3855,30.0
21:02,31,851,3854,30.0
21:08,31,892,3855,30.0
21:14,31,829,3854,30.0
21:20,31,860,3854,30.1
21:32,31,977,3858,30.1
21:38,31,986,3859,30.1
21:44,31,985,3860,30.1
21:50,31,986,3860,30.2
21:56,31,966,3860,30.1
22:02,31,966,3860,30.2
22:08,32,987,3861,30.1
22:32,32,986,3862,30.1
22:38,32,979,3860,30.1
22:44,32,987,3862,30.1
23:08,32,981,3863,30.1
23:44,32,985,3864,30.1
23:50,32,986,3863,30.1
24:02,32,984,3864,30.1
24:08,32,974,3863,30.1
24:14,32,982,3864,30.1
24:32,32,983,3865,30.1
24:38,33,976,3865,30.1
25:02,33,967,3864,30.0
25:08,33,983,3865,30.1
25:14,33,975,3864,30.1
25:20,33,983,3866,30.1
25:26,33,982,3866,30.0
25:32,33,985,3866,30.1
25:38,33,986,3867,30.0
25:44,33,976,3866,30.0
25:50,33,984,3867,30.0
26:20,33,976,3866,30.0
26:26,33,983,3867,30.0
26:32,33,984,3868,30.0
27:02,34,982,3868,30.0
27:08,34,984,3869,30.0
27:32,34,983,3870,30.0
27:38,34,984,3869,30.0
27:50,34,984,3870,30.0
27:56,34,976,3868,30.0
28:02,34,985,3870,30.0
28:26,34,975,3871,30.0
29:03,34,985,3872,30.0
29:09,34,981,3871,30.0
29:15,34,987,3872,30.0
29:27,34,980,3871,30.0
29:33,35,982,3872,30.0
29:39,35,982,3873,30.0
30:33,35,953,3874,30.0
30:57,35,970,3874,30.1
31:03,35,984,3874,30.0
31:15,35,984,3875,30.0
31:21,35,968,3874,30.0
31:33,35,983,3875,30.0
31:39,35,980,3875,30.1
31:45,35,977,3875,30.0
31:51,35,981,3876,30.1
31:57,35,977,3875,30.0
32:03,36,971,3875,30.1
32:09,36,980,3876,30.1
32:27,36,986,3877,30.1
32:39,36,970,3876,30.1
32:45,36,982,3877,30.0
32:51,36,983,3877,30.1
33:09,36,975,3878,30.1
33:51,36,982,3879,30.1
33:58,36,915,3878,30.1
34:10,36,979,3879,30.1
34:28,37,974,3879,30.1
34:34,37,946,3880,30.1
34:40,37,978,3879,30.1
34:52,37,978,3880,30.1
35:16,37,979,3881,30.1
35:28,37,960,3880,30.1
35:34,37,971,3881,30.1
35:58,37,980,3882,30.1
36:10,37,970,3881,30.1
36:16,37,980,3882,30.1
36:34,37,979,3883,30.1
36:58,38,979,3883,30.1
37:16,38,974,3884,30.1
37:58,38,977,3885,30.1
38:04,38,975,3884,30.1
38:10,38,977,3885,30.1
38:16,38,970,3886,30.1
38:22,38,978,3885,30.1
38:28,38,976,3886,30.1
38:34,38,974,3885,30.1
38:40,38,980,3886,30.1
38:52,38,970,3885,30.1
38:58,38,973,3887,30.1
39:22,39,970,3887,30.1
39:40,39,979,3888,30.1
40:10,39,978,3889,30.1
40:22,39,958,3888,30.1
40:28,39,963,3889,30.1
40:40,39,976,3890,30.2
40:46,39,975,3890,30.1
40:52,39,976,3890,30.2
41:22,39,978,3891,30.2
41:28,39,969,3889,30.2
41:34,39,977,3890,30.2
41:40,39,979,3891,30.2
41:46,39,978,3892,30.2
41:52,40,961,3891,30.2
42:04,40,976,3892,30.2
42:28,40,971,3893,30.2
43:10,40,979,3894,30.2
43:40,40,977,3895,30.2
43:58,40,959,3894,30.2
44:10,40,971,3895,30.2
44:22,41,979,3896,30.2
44:52,41,979,3897,30.2
45:22,41,978,3898,30.2
45:40,41,964,3899,30.2
45:46,41,974,3898,30.2
45:58,41,975,3899,30.2
46:22,41,978,3900,30.2
46:52,42,971,3900,30.2
46:58,42,974,3901,30.2
47:28,42,973,3902,30.2
48:10,42,977,3903,30.2
48:22,42,967,3902,30.2
48:28,42,977,3903,30.2
48:40,42,976,3904,30.2
49:10,42,977,3905,30.2
49:16,43,973,3905,30.2
49:46,43,963,3906,30.2
50:10,43,976,3907,30.2
50:22,43,955,3906,30.2
50:28,43,966,3907,30.2
50:40,43,972,3908,30.2
50:46,43,975,3908,30.3
50:58,43,974,3908,30.2
51:10,43,973,3908,30.3
51:16,43,974,3909,30.3
51:28,43,975,3909,30.2
51:34,43,966,3910,30.3
51:40,43,975,3910,30.2
51:46,43,956,3909,30.2
51:52,44,972,3910,30.3
52:10,44,975,3911,30.3
52:16,44,974,3910,30.3
52:22,44,973,3911,30.3
