Time, Capacity %, Current mA, Voltage mV, Temperature °C
0:00,14,3,3733,31.7
0:07,14,3,3737,31.9
0:12,14,879,3742,32.1
0:19,14,814,3740,32.2
0:26,14,986,3748,32.2
0:31,14,957,3750,32.3
0:37,14,997,3754,32.2
0:43,14,997,3755,32.3
0:50,14,857,3751,32.2
0:55,14,829,3757,32.2
1:02,14,505,3755,32.2
1:08,14,967,3757,32.1
1:13,14,994,3759,32.1
1:20,14,972,3757,32.0
1:25,14,1000,3761,32.0
1:32,14,999,3762,32.0
1:44,14,997,3763,31.9
1:50,14,999,3764,31.9
1:56,14,998,3765,31.9
2:01,15,991,3765,31.8
2:07,15,991,3766,31.8
2:19,15,997,3767,31.8
2:26,15,997,3767,31.7
2:31,15,996,3768,31.7
2:38,15,988,3769,31.7
2:43,15,994,3769,31.6
2:49,15,996,3770,31.6
3:08,15,997,3771,31.5
3:20,15,894,3772,31.5
3:25,15,996,3773,31.5
3:38,15,996,3774,31.5
3:43,15,990,3774,31.4
3:49,15,992,3775,31.4
4:02,15,996,3776,31.4
4:19,15,990,3777,31.4
4:25,16,994,3777,31.3
4:32,16,995,3778,31.3
4:44,16,995,3779,31.3
4:56,16,994,3780,31.3
5:02,16,995,3781,31.3
5:08,16,994,3781,31.2
5:19,16,980,3782,31.2
5:31,16,994,3783,31.2
5:38,16,990,3782,31.2
5:43,16,990,3784,31.2
6:01,16,994,3785,31.1
6:13,16,993,3786,31.1
6:25,16,992,3787,31.1
6:44,16,991,3788,31.1
6:50,17,985,3789,31.1
7:02,17,989,3790,31.1
7:07,17,988,3790,31.0
7:19,17,991,3791,31.0
7:26,17,986,3790,31.0
7:32,17,989,3792,31.0
7:44,17,989,3793,31.0
8:01,17,989,3794,31.0
8:13,17,988,3795,30.9
8:31,17,989,3796,30.9
8:50,17,988,3797,30.9
9:07,17,989,3798,30.9
9:20,18,989,3799,30.9
9:37,18,989,3800,30.9
9:49,18,989,3801,30.9
10:14,18,989,3802,30.9
10:19,18,989,3802,30.8
10:26,18,989,3803,30.8
10:43,18,989,3804,30.8
11:01,18,989,3805,30.8
11:20,18,988,3806,30.7
11:38,18,989,3807,30.7
11:43,19,988,3807,30.7
11:55,19,987,3808,30.7
12:14,19,988,3808,30.6
12:20,19,988,3809,30.6
12:31,19,988,3810,30.6
12:37,19,981,3809,30.6
12:44,19,988,3810,30.6
12:49,19,988,3811,30.6
13:19,19,988,3812,30.5
13:25,19,988,3812,30.6
13:31,19,988,3813,30.5
13:50,19,986,3814,30.5
14:08,20,988,3814,30.5
14:13,20,977,3815,30.5
14:37,20,987,3816,30.5
14:55,20,987,3817,30.5
15:19,20,981,3818,30.5
15:37,20,986,3819,30.5
15:49,20,981,3820,30.5
15:56,20,986,3820,30.4
16:01,20,986,3820,30.5
16:08,20,986,3820,30.4
