Time, Capacity %, Current mA, Voltage mV, Temperature °C
0:00,26,444,3778,31.3
0:06,26,883,3795,31.4
0:13,26,912,3799,31.4
0:18,26,755,3797,31.4
0:25,26,895,3802,31.4
0:30,26,862,3802,31.5
0:37,26,913,3806,31.5
0:49,26,911,3808,31.5
1:01,26,888,3809,31.5
1:12,26,962,3810,31.5
1:19,26,978,3814,31.5
1:31,26,975,3815,31.5
1:36,26,908,3813,31.5
1:49,26,883,3812,31.5
1:54,26,876,3814,31.5
2:01,26,887,3815,31.5
2:06,26,981,3818,31.5
2:13,26,978,3819,31.5
2:18,26,900,3816,31.5
2:25,26,899,3817,31.5
2:31,26,897,3816,31.5
2:37,27,898,3818,31.5
2:48,27,843,3817,31.5
2:55,27,901,3819,31.5
3:07,27,895,3820,31.5
3:25,27,901,3821,31.5
3:30,27,955,3823,31.5
3:37,27,972,3824,31.5
3:42,27,977,3825,31.5
3:49,27,975,3826,31.5
4:01,27,897,3824,31.5
4:07,27,844,3818,31.5
4:13,27,893,3824,31.5
4:24,27,905,3825,31.5
4:31,27,900,3826,31.5
4:37,27,974,3828,31.5
4:43,27,892,3826,31.5
5:06,27,895,3827,31.5
5:13,28,897,3828,31.5
5:43,28,895,3829,31.6
5:55,28,878,3828,31.6
6:00,28,894,3830,31.6
6:19,28,898,3831,31.6
6:42,28,896,3832,31.6
7:01,28,895,3833,31.7
7:07,28,884,3832,31.7
7:13,28,890,3833,31.7
7:25,28,879,3832,31.7
7:31,28,883,3833,31.7
7:36,28,891,3834,31.7
8:01,29,887,3835,31.7
8:13,29,883,3834,31.7
8:18,29,888,3835,31.8
8:30,29,893,3836,31.8
8:43,29,895,3834,31.8
8:49,29,897,3837,31.8
9:12,29,902,3838,31.8
9:31,29,891,3838,31.9
9:36,29,853,3838,31.8
9:43,29,872,3838,31.9
9:49,29,890,3839,31.9
10:06,29,875,3840,31.9
10:13,29,880,3839,31.9
10:18,29,891,3840,31.9
10:25,29,965,3843,31.9
10:31,29,687,3841,31.9
10:37,29,855,3840,31.9
10:43,30,891,3841,31.9
10:48,30,698,3835,31.9
10:55,30,768,3837,31.9
11:00,30,756,3837,32.0
11:07,30,770,3835,32.0
11:12,30,774,3837,32.0
11:25,30,859,3839,32.1
11:30,30,874,3841,32.1
11:37,30,884,3842,32.1
11:43,30,897,3843,32.2
11:49,30,897,3843,32.1
11:55,30,888,3843,32.2
12:01,30,896,3844,32.2
12:31,30,881,3845,32.2
13:01,30,880,3846,32.2
13:18,30,897,3847,32.2
13:37,31,880,3847,32.2
13:49,31,875,3846,32.2
13:55,31,878,3847,32.2
14:07,31,885,3848,32.2
14:43,31,530,3837,32.2
14:49,31,648,3843,32.2
15:01,31,855,3847,32.2
15:07,31,848,3848,32.2
15:31,31,861,3849,32.2
15:55,31,847,3850,32.2
16:00,31,852,3849,32.2
16:18,31,862,3850,32.2
16:25,32,851,3850,32.2
16:37,32,851,3851,32.2
16:42,32,855,3850,32.2
16:49,32,855,3851,32.1
17:12,32,865,3852,32.1
17:37,32,853,3853,32.1
17:43,32,852,3852,32.1
17:54,32,856,3853,32.1
18:06,32,853,3852,32.0
18:13,32,860,3853,32.0
18:43,32,854,3854,32.0
18:48,32,847,3853,32.0
19:00,32,860,3854,32.0
19:07,32,843,3853,32.0
19:13,32,842,3854,32.0
19:19,33,848,3854,32.0
19:30,33,846,3855,32.0
19:37,33,836,3854,32.0
19:43,33,812,3851,32.0
19:49,33,855,3855,32.0
20:19,33,839,3856,32.0
20:43,33,855,3857,32.0
20:49,33,845,3856,32.0
21:06,33,933,3860,32.0
21:13,33,939,3861,32.0
21:18,33,932,3860,32.0
21:25,33,937,3861,32.0
21:37,33,925,3860,32.0
21:43,33,839,3858,32.0
21:55,33,842,3858,31.9
22:01,33,582,3837,31.9
22:07,33,705,3854,31.9
22:13,34,463,3851,32.0
22:19,34,814,3857,32.0
22:24,34,889,3859,32.0
22:37,34,881,3860,32.0
22:42,34,871,3861,32.0
22:49,34,882,3860,32.0
22:54,34,970,3863,32.0
23:07,34,968,3864,32.0
23:13,34,859,3861,32.0
23:31,34,885,3862,31.9
23:43,34,881,3861,31.9
23:48,34,883,3862,31.9
23:55,34,849,3861,31.9
24:01,34,871,3862,31.9
24:07,34,846,3861,31.9
24:13,34,961,3865,31.9
24:18,34,971,3866,31.9
24:30,34,965,3867,31.9
24:43,34,969,3867,31.8
24:55,35,859,3864,31.8
25:07,35,969,3867,31.8
