Time, Capacity %, Current mA, Voltage mV, Temperature °C
0:00,40,56,3844,29.0
0:06,40,853,3859,29.0
0:12,40,944,3867,29.1
0:18,40,972,3869,29.1
0:24,40,971,3871,29.1
0:30,40,973,3873,29.2
0:36,40,972,3874,29.2
0:42,40,970,3875,29.2
0:48,40,970,3876,29.2
0:54,40,959,3877,29.2
1:06,41,964,3878,29.2
1:12,41,969,3879,29.3
1:24,41,967,3880,29.3
1:36,41,966,3881,29.3
1:48,41,966,3882,29.3
2:06,41,970,3883,29.3
2:24,41,965,3884,29.3
2:36,41,969,3885,29.3
2:42,41,969,3885,29.4
2:54,41,964,3886,29.4
3:06,41,965,3887,29.4
3:30,41,964,3888,29.4
3:36,42,964,3888,29.4
3:54,42,960,3889,29.4
4:00,42,961,3890,29.4
4:30,42,965,3891,29.4
4:54,42,966,3892,29.5
5:00,42,965,3892,29.4
5:06,42,951,3892,29.5
5:12,42,624,3881,29.5
5:18,42,765,3885,29.5
5:24,42,861,3888,29.5
5:30,42,817,3887,29.5
5:36,42,849,3888,29.5
5:42,42,827,3888,29.6
5:48,42,917,3889,29.6
5:54,42,942,3891,29.6
6:00,42,965,3894,29.7
6:06,43,958,3894,29.7
6:18,43,962,3895,29.7
6:42,43,962,3896,29.7
7:00,43,961,3897,29.7
7:30,43,961,3898,29.7
7:48,43,960,3899,29.7
8:12,43,957,3900,29.7
8:36,43,960,3901,29.7
8:42,44,953,3901,29.7
8:54,44,961,3902,29.7
9:24,44,960,3903,29.7
9:42,44,954,3903,29.6
9:48,44,962,3904,29.7
10:12,44,956,3905,29.7
10:48,44,959,3906,29.7
11:06,44,960,3907,29.7
11:12,45,959,3907,29.7
11:24,45,959,3908,29.7
12:00,45,958,3909,29.7
12:18,45,960,3910,29.7
12:42,45,960,3911,29.6
12:48,45,961,3911,29.7
13:18,45,960,3912,29.7
13:24,45,944,3911,29.7
13:30,45,960,3912,29.7
13:36,45,963,3913,29.7
13:48,46,954,3913,29.7
14:06,46,959,3914,29.7
14:42,46,956,3915,29.7
15:06,46,957,3916,29.7
15:24,46,956,3917,29.7
15:36,46,960,3917,29.8
15:54,46,956,3918,29.7
16:00,46,954,3918,29.8
16:18,47,956,3919,29.8
16:36,47,955,3920,29.8
17:06,47,956,3921,29.8
17:30,47,955,3922,29.8
18:07,47,957,3923,29.8
18:19,47,957,3924,29.8
18:49,48,956,3925,29.8
19:19,48,954,3926,29.8
19:37,48,954,3927,29.8
19:49,48,955,3927,29.9
19:55,48,956,3927,29.8
20:01,48,954,3927,29.9
20:07,48,957,3928,29.8
20:13,48,952,3928,29.9
20:19,48,951,3929,29.9
20:43,48,950,3930,29.9
21:07,48,954,3931,29.9
21:19,49,952,3931,29.9
21:43,49,950,3932,29.9
21:55,49,953,3933,29.9
22:13,49,949,3932,29.9
22:19,49,955,3933,29.9
22:25,49,952,3934,29.9
22:55,49,953,3935,29.8
23:07,49,953,3936,29.8
23:31,49,953,3937,29.8
23:49,50,952,3937,29.8
23:55,50,956,3938,29.8
24:19,50,951,3939,29.8
24:25,50,867,3938,29.8
24:32,50,954,3939,29.8
24:38,50,955,3939,29.9
24:50,50,952,3940,29.9
25:14,50,954,3941,29.9
25:32,50,951,3942,29.9
25:50,50,952,3943,29.9
26:08,50,946,3942,29.9
26:14,50,950,3943,29.9
26:20,50,955,3944,29.9
26:26,51,955,3944,29.9
26:50,51,939,3945,29.9
26:56,51,952,3946,29.9
27:26,51,953,3947,29.9
27:50,51,950,3948,29.9
28:20,51,946,3949,29.9
28:26,51,953,3950,29.9
28:32,51,953,3950,30.0
28:38,51,911,3945,30.0
28:44,51,948,3950,30.0
28:50,51,949,3951,30.0
28:56,52,942,3950,30.0
29:02,52,951,3951,30.0
29:14,52,949,3952,30.0
29:38,52,931,3950,30.0
29:44,52,942,3953,30.0
29:56,52,951,3954,30.0
30:14,52,951,3955,30.0
30:44,52,948,3956,30.0
31:08,52,947,3957,30.0
31:14,52,944,3954,30.0
31:20,52,952,3957,30.0
31:26,53,950,3958,30.0
31:50,53,946,3959,30.0
32:14,53,942,3960,30.0
32:20,53,945,3960,30.1
32:26,53,954,3961,30.0
32:38,53,947,3961,30.1
32:50,53,948,3962,30.1
33:14,53,945,3963,30.1
33:26,53,948,3964,30.1
33:50,53,945,3965,30.1
33:56,54,948,3965,30.1
34:08,54,946,3966,30.1
34:32,54,951,3967,30.1
34:50,54,947,3968,30.1
35:08,54,951,3969,30.1
35:26,54,947,3970,30.1
35:50,54,945,3971,30.1
36:02,54,948,3972,30.1
36:21,54,950,3973,30.1
36:33,55,947,3973,30.1
36:39,55,951,3974,30.1
37:03,55,946,3975,30.1
37:27,55,947,3976,30.1
37:51,55,947,3978,30.1
38:09,55,946,3979,30.1
38:27,55,946,3980,30.1
38:51,55,946,3981,30.1
39:03,56,946,3982,30.1
39:27,56,945,3983,30.1
39:39,56,945,3984,30.1
39:57,56,944,3985,30.1
40:15,56,948,3986,30.1
40:33,56,945,3987,30.1
40:51,56,944,3988,30.1
41:09,56,944,3989,30.1
41:15,56,947,3990,30.1
41:39,57,944,3990,30.1
41:45,57,945,3991,30.1
