Time, Capacity %, Current mA, Voltage mV, Temperature °C
0:00,11,508,3669,33.6
0:06,11,-483,3662,33.6
0:11,11,2222,3767,33.6
0:17,11,5669,3894,33.6
0:28,11,2652,3803,33.6
0:33,11,2734,3805,33.8
0:39,12,2700,3812,33.9
0:45,12,2826,3809,33.9
0:50,12,2535,3801,34.0
0:56,12,2802,3813,34.0
1:07,12,2574,3812,34.0
1:11,12,2727,3813,33.9
1:16,12,2819,3817,33.9
1:22,12,2645,3813,33.9
1:28,13,2789,3819,33.8
1:39,13,2800,3820,33.8
1:43,13,2747,3819,33.8
1:48,13,2637,3822,33.7
1:54,13,2455,3820,33.7
2:00,13,2584,3817,33.7
2:05,13,2561,3816,33.7
2:15,13,2679,3822,33.7
2:20,13,2634,3821,33.6
2:26,14,2641,3824,33.6
2:37,14,2414,3818,33.6
2:47,14,2531,3822,33.7
2:52,14,2672,3833,33.7
2:58,14,2708,3832,33.7
3:04,14,2666,3830,33.7
3:09,14,2743,3835,33.8
3:19,14,2660,3834,33.8
3:24,15,2601,3824,33.8
3:30,15,2593,3835,33.8
3:36,15,2442,3827,33.9
3:41,15,2608,3837,33.9
3:47,15,2735,3843,34.0
3:56,15,2691,3845,34.0
4:02,15,2738,3844,34.0
4:08,15,2530,3832,34.0
4:13,16,2700,3845,34.1
4:19,16,2682,3846,34.1
4:28,16,2742,3849,34.1
4:34,16,2744,3851,34.1
4:40,16,2689,3848,34.2
4:45,16,2722,3853,34.2
5:00,16,2665,3851,34.2
5:06,16,2432,3852,34.2
5:12,17,2277,3838,34.2
5:17,17,2767,3858,34.3
5:23,17,2724,3859,34.3
5:38,17,2711,3860,34.3
5:43,17,2542,3858,34.3
5:49,17,2591,3860,34.3
5:59,18,2652,3860,34.3
6:04,18,2646,3862,34.3
6:10,18,2738,3864,34.3
6:16,18,2610,3865,34.3
6:21,18,2502,3857,34.3
6:27,18,2608,3864,34.3
6:36,18,2742,3868,34.3
6:42,18,2666,3869,34.3
6:48,18,2673,3872,34.3
6:53,18,2628,3868,34.3
6:59,19,2766,3870,34.3
7:08,19,2376,3859,34.3
7:14,19,2626,3872,34.3
7:19,19,2671,3875,34.3
7:25,19,2013,3852,34.3
7:31,19,2122,3866,34.3
7:36,19,1769,3846,34.3
7:46,19,2570,3868,34.3
7:51,19,2565,3874,34.3
7:57,20,2550,3867,34.4
8:03,20,2673,3882,34.4
8:12,20,2687,3881,34.4
8:18,20,2655,3880,34.4
8:24,20,2670,3881,34.4
8:29,20,2728,3882,34.4
8:35,20,2749,3886,34.4
8:40,20,2637,3878,34.4
8:50,20,2557,3876,34.3
8:56,21,2796,3891,34.3
9:01,21,2480,3871,34.3
9:07,21,2608,3891,34.3
9:22,21,2739,3892,34.3
9:33,21,2731,3891,34.3
9:39,21,2867,3898,34.2
9:43,22,2682,3896,34.2
9:54,22,2710,3898,34.2
9:59,22,2707,3899,34.2
10:05,22,2611,3893,34.2
10:11,22,2725,3903,34.1
10:15,22,2685,3902,34.1
10:26,22,2552,3898,34.1
10:32,22,2390,3891,34.1
10:37,22,2651,3902,34.1
10:43,23,2798,3908,34.1
10:47,23,2408,3898,34.1
10:58,23,2557,3892,34.1
11:04,23,2629,3904,34.1
11:09,23,2569,3903,34.2
11:15,23,2635,3898,34.2
11:19,23,2660,3904,34.2
11:30,23,2626,3907,34.2
11:36,24,2573,3906,34.2
11:41,24,2734,3911,34.2
11:47,24,2733,3912,34.2
11:51,24,2651,3911,34.2
11:56,24,2511,3898,34.2
12:08,24,2607,3907,34.2
12:13,24,2639,3911,34.2
12:19,24,2612,3913,34.2
12:24,24,2398,3902,34.2
12:30,25,2484,3901,34.2
12:39,25,2521,3909,34.3
12:45,25,2419,3911,34.3
12:51,25,2425,3906,34.3
12:56,25,2485,3904,34.3
13:02,25,2588,3914,34.4
13:11,25,2602,3915,34.4
13:17,25,2567,3910,34.4
13:23,25,2538,3916,34.4
13:28,26,2567,3916,34.5
13:34,26,2492,3914,34.5
13:38,26,2628,3919,34.5
13:49,26,2564,3913,34.5
13:55,26,2540,3917,34.5
13:59,26,2531,3917,34.6
14:04,26,2525,3918,34.6
14:16,26,2578,3919,34.6
14:21,26,2495,3914,34.6
14:27,27,2605,3918,34.6
14:31,27,2602,3921,34.7
14:36,27,2526,3915,34.7
14:47,27,2539,3920,34.7
14:53,27,2569,3923,34.7
14:59,27,2507,3920,34.7
15:04,27,2482,3916,34.8
15:10,27,2609,3918,34.8
15:14,27,2531,3920,34.8
15:19,28,2531,3920,34.8
15:25,28,2566,3922,34.8
15:31,28,2566,3923,34.8
15:35,28,2581,3926,34.9
15:40,28,2537,3923,34.9
15:57,28,2674,3927,34.9
16:03,28,2595,3929,34.9
16:08,28,2577,3926,35.0
16:14,28,2588,3927,35.0
16:18,29,2695,3930,35.0
16:29,29,2495,3922,35.0
16:35,29,2649,3930,35.0
16:40,29,2661,3931,35.0
16:50,29,2576,3932,35.0
17:01,29,2663,3931,35.0
17:07,29,2550,3929,35.0
17:11,29,2656,3932,35.0
17:16,30,2606,3933,35.1
17:28,30,2300,3928,35.1
17:39,30,2616,3933,35.1
17:43,30,2575,3932,35.1
17:48,30,2526,3927,35.1
17:54,30,2495,3930,35.1
18:00,30,2751,3937,35.1
18:05,31,2751,3937,35.1
18:10,31,2757,3938,35.2
18:15,31,2727,3940,35.2
18:32,31,2733,3941,35.2
18:47,31,2710,3942,35.2
19:03,32,2628,3944,35.2
19:15,32,2485,3939,35.2
19:19,32,2749,3943,35.2
19:24,32,1951,3919,35.2
19:30,32,2413,3936,35.1
19:35,32,2605,3936,35.2
19:47,32,2425,3932,35.2
19:51,32,2424,3942,35.2
19:56,32,2324,3938,35.3
20:02,33,1936,3920,35.3
20:08,33,2332,3936,35.4
20:13,33,2699,3943,35.4
20:23,33,2498,3939,35.5
20:28,33,2589,3940,35.5
20:34,33,2547,3938,35.6
20:39,33,2374,3933,35.6
20:51,33,2612,3942,35.6
21:00,34,2678,3946,35.6
