Time, Capacity %, Current mA, Voltage mV, Temperature °C
0:00,21,357,3764,30.0
0:05,21,839,3777,30.1
0:12,21,982,3785,30.2
0:18,21,983,3788,30.2
0:24,21,989,3790,30.2
0:30,21,985,3791,30.3
0:36,21,991,3793,30.3
0:42,22,980,3794,30.3
0:48,22,984,3795,30.3
0:54,22,992,3796,30.3
1:00,22,984,3797,30.3
1:18,22,986,3799,30.3
1:30,22,990,3800,30.3
1:37,22,983,3801,30.3
1:48,22,989,3802,30.3
2:00,22,989,3803,30.3
2:12,22,977,3804,30.3
2:24,22,984,3805,30.3
2:36,22,989,3806,30.3
2:54,22,984,3808,30.3
3:00,22,975,3807,30.3
3:06,22,985,3808,30.2
3:12,23,987,3809,30.2
3:25,23,989,3810,30.2
3:30,23,982,3809,30.2
3:36,23,979,3811,30.2
3:54,23,988,3812,30.2
4:06,23,986,3813,30.2
4:12,23,987,3814,30.2
4:36,23,986,3815,30.2
4:48,23,985,3816,30.2
5:00,23,981,3817,30.1
5:06,23,982,3817,30.2
5:18,23,985,3818,30.1
5:24,23,984,3818,30.2
5:36,23,979,3819,30.1
5:43,24,980,3820,30.1
6:00,24,978,3821,30.1
6:12,24,983,3822,30.1
6:24,24,984,3823,30.1
6:42,24,984,3824,30.1
6:54,24,981,3825,30.1
7:06,24,977,3824,30.1
7:12,24,981,3826,30.1
7:24,24,981,3827,30.1
7:36,24,976,3828,30.1
7:54,24,983,3829,30.1
8:12,25,982,3830,30.1
8:18,25,978,3830,30.0
8:24,25,980,3830,30.1
8:30,25,981,3831,30.0
8:48,25,979,3832,30.0
9:06,25,983,3833,30.0
9:24,25,977,3834,30.0
9:42,25,976,3835,30.0
9:54,25,963,3834,30.0
10:00,25,979,3836,30.0
10:24,25,980,3837,30.0
10:42,26,982,3838,30.0
11:06,26,983,3839,30.0
11:25,26,981,3840,30.0
11:54,26,981,3841,30.0
12:24,26,981,3842,30.0
12:36,26,979,3843,30.0
12:42,26,973,3842,30.0
12:48,26,975,3843,30.0
12:54,26,978,3842,30.0
13:00,26,980,3843,30.0
13:12,27,978,3844,30.0
13:36,27,977,3845,29.9
13:48,27,975,3845,30.0
13:54,27,977,3845,29.9
14:06,27,977,3846,30.0
14:12,27,975,3846,29.9
14:37,27,979,3847,29.9
15:00,27,978,3848,29.9
15:18,27,636,3835,29.9
15:24,27,726,3838,29.9
15:30,27,975,3846,29.9
15:36,27,967,3847,30.0
15:42,28,977,3848,30.0
15:54,28,978,3849,30.0
16:00,28,977,3848,30.0
16:06,28,974,3849,30.0
16:13,28,977,3850,30.0
16:48,28,977,3851,30.0
17:12,28,976,3852,30.0
18:06,28,977,3853,30.0
18:12,29,976,3853,30.0
18:24,29,978,3854,30.0
18:54,29,974,3855,30.0
19:18,29,974,3854,30.0
19:25,29,977,3855,30.0
19:42,29,977,3856,30.0
20:12,29,976,3857,30.0
20:42,29,976,3858,30.0
20:48,30,974,3858,30.0
20:54,30,768,3850,30.0
21:00,30,715,3849,30.0
21:06,30,834,3852,30.0
21:12,30,871,3854,30.0
21:18,30,822,3852,30.1
21:24,30,816,3853,30.1
21:36,30,845,3852,30.2
21:42,30,964,3857,30.2
21:48,30,976,3858,30.2
22:06,30,969,3859,30.2
22:30,30,973,3860,30.2
23:00,30,972,3861,30.2
23:06,30,974,3860,30.2
23:18,30,973,3861,30.2
23:24,31,964,3861,30.2
23:48,31,975,3862,30.2
24:24,31,975,3863,30.2
24:36,31,969,3862,30.2
24:42,31,961,3863,30.2
25:00,31,975,3864,30.2
25:49,31,969,3865,30.2
25:54,32,975,3865,30.2
26:36,32,973,3866,30.2
26:54,32,968,3865,30.2
27:00,32,963,3866,30.2
27:12,32,972,3867,30.2
28:12,32,971,3868,30.2
28:24,33,972,3868,30.2
28:42,33,972,3869,30.2
29:12,33,883,3866,30.2
29:18,33,971,3869,30.2
29:24,33,967,3870,30.2
29:54,33,946,3868,30.2
30:00,33,972,3870,30.2
30:12,33,965,3871,30.2
30:24,33,960,3870,30.2
30:37,33,971,3871,30.2
30:48,33,967,3872,30.2
30:54,33,973,3872,30.3
31:00,34,966,3872,30.2
31:12,34,837,3867,30.3
31:24,34,887,3869,30.3
31:36,34,869,3868,30.3
32:06,34,869,3869,30.4
32:36,34,861,3869,30.5
33:12,34,865,3869,30.6
33:18,34,862,3868,30.6
33:24,34,866,3870,30.6
33:48,35,859,3870,30.7
34:18,35,867,3871,30.7
34:30,35,860,3871,30.8
35:00,35,664,3864,30.8
35:06,35,964,3874,30.8
35:12,35,971,3875,30.9
35:30,35,971,3876,30.9
35:42,35,972,3877,30.9
35:48,35,970,3876,30.9
35:54,35,971,3877,30.9
36:00,35,971,3877,30.8
36:13,35,965,3878,30.8
36:18,35,967,3877,30.8
36:24,35,972,3878,30.8
36:30,36,971,3878,30.8
37:00,36,968,3879,30.8
37:12,36,962,3877,30.8
37:18,36,971,3879,30.8
37:36,36,970,3880,30.8
38:12,36,965,3880,30.7
38:18,36,969,3881,30.7
38:54,36,960,3880,30.7
39:00,37,966,3882,30.7
39:07,37,824,3878,30.7
39:14,37,915,3880,30.7
39:20,37,961,3881,30.7
39:26,37,968,3882,30.8
39:38,37,970,3883,30.8
40:14,37,967,3884,30.8
40:26,37,957,3883,30.7
40:32,37,968,3884,30.7
40:44,37,970,3884,30.8
40:50,37,970,3884,30.7
40:56,37,970,3885,30.7
41:32,37,969,3886,30.7
41:38,38,961,3885,30.7
41:44,38,970,3886,30.7
41:56,38,962,3887,30.7
42:50,38,970,3888,30.7
43:20,38,969,3889,30.7
43:50,38,969,3890,30.7
44:08,39,969,3890,30.7
44:26,39,969,3891,30.7
44:56,39,969,3892,30.7
45:33,39,968,3893,30.7
45:44,39,942,3892,30.7
45:56,39,968,3893,30.7
