Time, Capacity %, Current mA, Voltage mV, Temperature °C
0:00,18,-186,3718,29.0
0:01,18,352,3744,29.0
0:07,18,848,3764,29.0
0:13,18,926,3773,29.1
0:19,18,986,3776,29.1
0:25,18,986,3778,29.1
0:31,18,989,3780,29.1
0:37,18,988,3782,29.0
0:43,18,987,3783,29.0
0:49,18,930,3778,29.0
0:55,18,989,3785,29.0
1:01,18,988,3786,28.9
1:07,19,989,3787,28.9
1:13,19,977,3788,28.9
1:19,19,981,3789,28.8
1:31,19,987,3790,28.7
1:37,19,990,3791,28.7
1:43,19,989,3791,28.6
1:49,19,980,3792,28.6
1:55,19,989,3793,28.6
2:01,19,989,3793,28.5
2:07,19,989,3794,28.5
2:13,19,984,3795,28.4
2:19,19,979,3793,28.4
2:25,19,987,3795,28.3
2:31,19,980,3796,28.3
2:37,19,989,3797,28.2
2:43,19,986,3798,28.2
2:49,19,980,3799,28.2
2:55,19,984,3799,28.1
3:07,19,987,3800,28.0
3:13,19,984,3801,28.0
3:25,19,986,3802,27.9
3:37,20,986,3803,27.9
3:43,20,986,3803,27.8
3:49,20,981,3804,27.8
4:01,20,983,3805,27.7
4:13,20,982,3806,27.7
4:19,20,985,3806,27.6
4:31,20,983,3807,27.6
4:37,20,953,3804,27.6
4:43,20,983,3808,27.5
4:49,20,986,3809,27.5
5:01,20,982,3809,27.4
5:07,20,985,3810,27.4
5:13,20,981,3811,27.3
5:37,20,984,3812,27.2
5:49,20,974,3813,27.2
6:01,21,977,3813,27.1
6:07,21,976,3814,27.1
6:19,21,981,3815,27.0
6:31,21,977,3816,27.0
6:43,21,982,3817,26.9
7:07,21,981,3818,26.9
7:13,21,982,3819,26.8
7:31,21,982,3820,26.8
7:37,21,976,3819,26.7
7:43,21,979,3820,26.7
7:49,21,983,3821,26.7
8:07,21,983,3822,26.6
8:19,21,982,3823,26.6
8:31,22,976,3823,26.6
8:37,22,983,3824,26.5
8:55,22,981,3825,26.5
9:13,22,981,3826,26.4
9:19,22,982,3827,26.4
9:37,22,976,3828,26.3
9:49,22,985,3829,26.3
10:07,22,709,3830,26.3
10:14,22,974,3822,26.2
10:21,22,986,3830,26.2
10:27,22,977,3831,26.2
10:39,22,985,3832,26.2
10:51,22,981,3832,26.1
10:57,23,985,3833,26.1
